link,title,headline,content
https://www.tvp.info/69958640/lotnisko-warszawa-radom-odprawilo-juz-45-tys-podroznych,"Lotnisko Warszawa-Radom od początku swojego funkcjonowania odprawiło 4,5 tys. pasażerów – poinformował prezes Polskich Portów Lotniczych (PPL) Stanisław Wojtera w Programie 3 Polskiego Radia.","Lotnisko Warszawa-Radom odprawiło już 4,5 tys. podróżnych","
Otwarcie lotniska Warszawa-Radom odbyło się 27 kwietnia. – Do dziś lotnisko odprawiło 4,5 tys. pasażerów – powiedział Wojtera w audycji „Winien i ma”. Jak dodał, port obsłużył już połowę tego, co w całym 2016 r. – Radom na koniec roku wyląduje mniej więcej w połowie stawki polskich lotnisk regionalnych – ocenił Wojtera.Regularne połączenia Przypomniał, że od czerwca z lotniska będą latać linie czarterowe. – Wycieczki sprzedają się dobrze. Monitorujemy tę sprzedaż. Nasi partnerzy są zadowoleni. Jestem przekonany, że z roku na rok będą rozszerzać ofertę – powiedział Wojtera. Jak dodał, w tegorocznym sezonie letnim na warszawskim Lotnisku Chopina ruch pasażerski będzie wyższy niż przed pandemią, kiedy to port dochodził prawie do granicy przepustowości. – Ten ruch też będzie przekierowywany na lotnisko w Radomiu – wskazał. 



  
Z Radomia PLL LOT oferują regularne połączenia do Paryża, Rzymu, Prewezy, Tirany i Warny. Wypoczynek wakacyjny z wylotem z Radomia organizuje także dziewięć biur podróży: Coral Travel, Exim Tours, Greckie Podróże, Itaka, Nekera, Rainbow, Rego-Bis, Sun and Fun Holidays czy TUI.Touroperatorzy na wakacje lotami czarterowymi zabiorą pasażerów m.in. do Antalyi, Burgas, ale też Warny i Tirany.Busy Warszawa – Radom  Infrastruktura radomskiego lotniska umożliwia przyjmowanie najpopularniejszych samolotów, jakimi operują przewoźnicy czarterowi i niskokosztowi, czyli A320 lub B737, ale także większych maszyn – jak B787 dreamliner.Z myślą o podróżnych dojeżdżających do Radomia z Warszawy PPL uruchomiło shuttle busy, które kursują pomiędzy warszawskim Okęciem a lotniskiem Warszawa-Radom. 



 "
https://www.tvp.info/69931822/stopy-procentowe-nbp-kiedy-obnizka-i-mniejsze-raty-eksperci-zabieraja-glos,Redakcja „Obserwatora Finansowego” przeprowadziła kolejną ankietę wśród ponad stu ekonomistów. Pytania dotyczyły m.in. terminu pierwszej obniżki stóp procentowych przez RPP oraz inflacji.,Nowa ankieta „Obserwatora Finansowego”,"
W stosunku do poprzedniej ankiety rośnie grono ekspertów wskazujących, że Rada Polityki Pieniężnej obniży stopy procentowe NBP jesienią 2023 r. (wrzesień lub IV kwartał). Taką opinię wyraziło blisko 50 proc. respondentów.Spadku inflacji poniżej 10 proc. we wrześniu lub IV kwartale 2023 r. spodziewa się prawie 60 proc. pytanych.36 proc. ekonomistów widzi przestrzeń do pierwszej obniżki stóp procentowych NBP o 25 punktów bazowych we wrześniu lub IV kwartale 2023 r. Tyle samo pytanych (36 proc.) uważa, że będzie to I kwartał 2024 r.Ankieta „Obserwatora Finansowego” została przeprowadzona wśród 114 ekonomistów w dniach 28 kwietnia – 8 maja 2023 r.Ekonomiści, którzy udzielili odpowiedzi, reprezentowali 20 ośrodków: Polskie Towarzystwo Ekonomiczne, Uniwersytet Ekonomiczny w Krakowie, Uniwersytet Kardynała Stefana Wyszyńskiego, PKO Bank Polski, Uniwersytet Warszawski, Alior Bank, Katolicki Uniwersytet Lubelski Jana Pawła II, BOŚ Bank, BTFG Audit/BTFG Advisory, mBank, Krajowa Izba Gospodarcza, DMK/AceMarketU, Polski Instytut Ekonomiczny, PZU SA, PZU Życie SA, Szkoła Główna Gospodarstwa Wiejskiego, Uniwersytet Szczeciński, Uniwersytet Wrocławski, Wyższa Szkoła Bankowa w Poznaniu i Szkoła Główna Handlowa. 



 "
https://www.tvp.info/69955226/truskawki-maliny-czeresnie-juz-sa-sa-zbiory-owocow-jakie-ceny,"Pogoda opóźnia zbiory, ale na rynku jest coraz więcej truskawek, choć większych dostaw będzie można spodziewać w przyszłym tygodniu. Ceny szybko spadają, w ciągu tygodnia o około 10 zł za kilogram i obecnie trzeba zapłacić około 18-22 zł za kilogram. Polskie truskawki są już tylko niewiele droższe od importowanych, a o wiele smaczniejsze. Na rynku hurtowym pojawiły się także maliny z Lubelszczyzny. Za kilogram tych owoców trzeba zapłacić około 55-60 zł. Mały pojemniczek malin z uprawy szklarniowej to wydatek rzędu 7-8 zł. Coraz większy jest też wybór warzyw, tanieją także pomidory.","Truskawki tanieją, są już maliny. Jakie ceny? [WIDEO]","
Polskie truskawki są już tylko niewiele droższe od importowanych, a o wiele smaczniejsze. Na rynku hurtowym pojawiły się także maliny z Lubelszczyzny.Za kilogram tych owoców trzeba zapłacić około 55-60 zł. Mały pojemniczek malin z uprawy szklarniowej to wydatek rzędu 7-8 zł.Coraz większy jest też wybór warzyw, tanieją także pomidory.Wyższe dopłaty dla rolników sprzedających pszenicę 



 "
https://www.tvp.info/69943741/gazprom-jest-winny-europol-gazowi-gigantyczne-pieniadze,"Właściciel polskiego odcinka gazociągu jamalskiego, spółka EuRoPol Gaz wezwała rosyjski Gazprom do arbitrażu ws. roszczeń łącznie na około 6 mld zł – poinformował w czwartek w TVP Info wicepremier, minister aktywów państwowych Jacek Sasin.",Rosjanie są winni EuRoPol Gazowi majątek. Międzynarodowy arbitraż o 850 mln i 5 mld zł,"
– EuRoPol Gaz, czyli spółka odpowiedzialna za przesył gazu, wystąpiła do arbitrażu z pozwem przeciwko Gazpromowi o zwrot mniej więcej 850 mln zł należności, zaległych należności za przesył gazu. Waldemar Pawlak podarował te pieniądze Rosjanom w 2010 roku, nie dochodził tych pieniędzy, co też pokazuje, jak tamten rząd (...) był w ukłonach w stosunku do Rosjan, ale pod warunkiem że Rosjanie do 2045 roku będą ten gaz przesyłać i EuRoPol Gaz będzie na tym zarabiał – powiedział Sasin.Jak wyjaśnił wicepremier, gaz, który miał płynąć przez Polskę, nie płynie, dlatego Polska ma prawo do tego, żeby domagać się zwrotu pieniędzy.Gaz miał płynąć do 2045 roku.– Co więcej, ten pozew, ten wniosek o arbitraż dotyczy również utraconych zysków przez EuRoPol Gaz. To kwota powyżej 5 mld zł. Na tyle oszacowano rzeczywiście ten czas do 2045 roku, gdzie Rosjanie zobowiązali się przesyłać gaz przez polskie terytorium – podkreślił. 



 "
https://www.tvp.info/69941552/wyzsze-doplaty-dla-rolnikow-sprzedajacych-pszenice,"Szef resortu rolnictwa Robert Telus ogłosił wyższe kwoty dopłat: rolnicy, którzy sprzedadzą pszenicę od 15 maja do 30 czerwca br., dostaną nie 2200 zł/ ha, ale 3025 zł.
",Wyższe dopłaty dla rolników sprzedających pszenicę,"
„Podjęliśmy decyzję o zwiększeniu wysokości wsparcia do sprzedaży zbóż we wszystkich formach. Będzie ono udzielane do pierwszych 300 hektarów” – poinformował minister rolnictwa i rozwoju wsi Robert Telus.Rada Ministrów przyjęła rozporządzenie wprowadzające zmiany w już uruchomionych programach pomocy dla producentów rolnych, którzy ponieśli dodatkowe koszty w wyniku braku stabilizacji na rynku pszenicy lub kukurydzy w związku z eksportem zbóż z Ukrainy.CZYTAJ TAKŻE: Rekompensaty dla rolników i kolejne 100 mln euro. Decyzje niebawem﻿Pomoc wynika z dużych spadków cen zbóż, w tym pszenicy, na Giełdzie MATIF (to najważniejsza europejska giełda płodów rolnych decydująca m.in. o cenach pszenicy konsumpcyjnej).#wieszwiecejPolub nas– Sytuacja na rynku rolnym, przede wszystkim na rynku zbóż, jest dynamiczna, dlatego Rada Ministrów podjęła kolejne decyzje dotyczące pomocy. Podjęliśmy szybkie działania, by chronić wieś przed negatywnymi skutkami wojny za wschodnią granicą. Przygotowaliśmy konkretne rozwiązania dla rolników, które zakładają m.in. dopłaty do zbóż, nawozów i paliwa dla rolników – mówił Robert Telus podczas konferencji w Kancelarii Prezesa Rady Ministrów.Teraz rolnicy, którzy sprzedają pszenicę po 15 maja do 30 czerwca 2023 r., otrzymają 3025 zł dopłaty do jednego hektara uprawy. 



 "
https://www.tvp.info/69936037/samochody-elektryczne-kiedy-zakaz-sprzedazy-aut-spalinowych,"Słowacki parlament zobowiązał rząd do głosowania na szczeblu unijnym przeciwko inicjatywom związanym z zakazem sprzedaży aut spalinowych, dopóki pozytywny wpływ takich regulacji na środowisko nie będzie jednoznaczny. Za przyjęciem uchwały zagłosowało 127 ze 145 obecnych posłów. ",Słowacy wciskają hamulec zamiast gazu... w „elektrykach”,"
Przyjęta przez parlament uchwała dotyczy nie tylko samego zakazu, ale również inicjatyw skutkujących wzrostem cen pojazdów z silnikami spalinowymi. Słowaccy posłowie zobowiązali też rząd do prowadzenia negocjacji w tej sprawie i budowania poparcia wśród innych państw Unii Europejskiej.Samochody tylko dla „zielonej” elity?Rezolucja prawdopodobnie wpłynie też na stanowisko Bratysławy w sprawie normy emisyjnej Euro 7. Jej przyjęcie – zdaniem ekspertów – może oznaczać koniec produkcji małych, przystępnych cenowo aut. Słowacja tymczasem jest największym na świecie producentem samochodów w przeliczeniu na liczbę mieszkańców, a przemysł motoryzacyjny jest głównym napędem jej gospodarki. 



 "
https://www.tvp.info/69930623/kursy-walut-nbp-18052023-r-euro-dolar-funt-frank-w-czwartek-18-maja-eur-usd-gbp-chf,"W czwartek 18 maja rano polska waluta straciła na wartości wobec euro, dolara amerykańskiego, a zyskała do franka szwajcarskiego. Narodowy Bank Polski opublikował nowe dane o bieżących średnich kursach walut. Ile kosztuje dolar, euro, funt szterling czy frank szwajcarski? Sprawdziliśmy, ile trzeba zapłacić także za inne waluty. ","Kursy walut NBP w czwartek 18 maja 2023 r. Sprawdź cenę euro, dolara, funta, franka i innych walut","
W południe Narodowy Bank Polski opublikował tabelę średnich kursów krajowej waluty w stosunku do walut obcych:  Kurs euro (EUR) 18.05.2023: • Kurs euro opublikowany w czwartek 18 maja przez NBP wynosi: 4,5355 zł.  Kurs dolara (USD) 18.05.2023: • Kurs dolara opublikowany w czwartek 18 maja przez NBP wynosi: 4,1929 zł.  Kurs funta szterlinga (GBP) 18.05.2023: • Kurs funta szterlinga opublikowany w czwartek 18 maja przez NBP wynosi: 5,2150 zł.  Kurs franka szwajcarskiego (CHF) 18.05.2023: • Kurs franka szwajcarskiego opublikowany w czwartek 18 maja przez NBP wynosi: 4,6568 zł.  Pozostałe kursy walut w czwartek 18.05.2023:• Kurs hrywny ukraińskiej (UAH) wynosi 0,1136 zł • Kurs korony szwedzkiej (SEK) wynosi 0,3996 zł • Kurs korony norweskiej (NOK) wynosi 0,3866 zł • Kurs korony czeskiej (CZK) wynosi 0,1911 zł.Zobacz także: Lepsze dane o PKB, niż się spodziewano. Nie ma technicznej recesji 



 "
https://www.tvp.info/69929010/pkp-intercity-aplikacja-mobilna-przewoznika-pozwala-juz-na-zapisanie-biletu-jako-pdf-,W zaktualizowanej wersji aplikacji PKP Intercity użytkownicy zyskali możliwość pobrania biletu na telefon w wersji PDF. Program pozwala już także na dodanie terminu podróży do kalendarza – poinformował największy polski operator kolejowy. ,Aplikacja PKP Intercity zaktualizowana. Ma nową funkcję,"
Jak poinformowała spółka, od uruchomienia aplikacji mobilnej PKP Intercity na początku roku sprzedano za jej pośrednictwem ponad 500 tys. biletów. W wyniku serii aktualizacji program umożliwia już zakup biletów na pociąg przy użyciu m.in. Google Pay, Apple Pay, systemu BLIK czy płatności kartą.  „Innym pomocnym narzędziem jest wyszukiwanie celu podróży z funkcją metastacji” – przekazał przewoźnik. Jak wyjaśniono, funkcja ta umożliwia wyszukanie połączenia po wpisaniu nazw miejsca rozpoczęcia i zakończenia podróży. Pasażerowie mają również możliwość graficznej rezerwacji miejsc w aplikacji.  W wyniku ostatniej aktualizacji aplikacja PKP Intercity została ponadto rozszerzona o dwie nowe funkcje.  „W najnowszej wersji użytkownicy zyskali możliwość pobrania biletu w formacie .pdf. Dzięki temu podróżny może łatwo przesłać go na inne urządzenie, udostępnić bliskiej osobie lub okazać bilet do kontroli w przypadku braku połączenia z internetem. Dodatkowo podróżni mogą już dodawać termin podróży do swojego kalendarza” – poinformowała spółka.  PKP Intercity to największy polski operator kolejowy. Spółka zapewnia komunikację pomiędzy dużymi miastami oraz popularnymi ośrodkami turystycznymi w kraju, a także umożliwia podróżowanie po Europie. W 2022 r. z usług przewoźnika skorzystało prawie 60 mln pasażerów.  



 "
https://www.tvp.info/69922809/ile-wyniosla-nadwyzka-handlowa-polski-w-pierwszym-kwartale-,"Polski Instytut Ekonomiczny (PIE) w oparciu o dane z Głównego Urzędu Statystycznego poinformował, że w pierwszym kwartale tego roku Polska osiągnęła dodatnie saldo handlowe, które wyniosło 2,9 mld euro. W roku minionym pierwszy kwartał zakończył się deficytem wynoszącym 4,7 mld euro.",Duża nadwyżka handlowa Polski w pierwszym kwartale,"
Eksperci Instytutu podkreślili, że na początku 2023 r. odwróceniu uległa dynamika cen transakcyjnych, co również mogło pozytywnie wpłynąć na polskie saldo handlowe. „Ceny w eksporcie w styczniu wzrosły w ujęciu ogólnym o prawie 16 proc., w imporcie – o 11 proc. Wzrost cen w imporcie słabł od listopada poprzedniego roku, a szczególne znaczenie miały ceny paliw, które spadły pod koniec roku. W eksporcie wciąż rosły dynamicznie ceny m.in. żywności czy napojów. Nadal to przede wszystkim wzrost cen napędzał wzrost wartości handlu zagranicznego, choć efekt ten będzie słabł w porównaniu do zeszłego roku” – wskazali.Dodali, że w całym 2022 r. wolumen importu wzrósł zaledwie o 3,5 proc., a w styczniu 2023 r. nawet spadł o 3,8 proc. „Eksport ilościowo wzrósł w zeszłym roku o niecałe 2 proc., a w styczniu br. obronił się przed spadkiem, ale wolumen zwiększył się tylko o 0,8 proc.” – napisali. 



  
Czynniki wpływające na zmiany strukturyAnalitycy PIE zwrócili uwagę, udział Chin w polskim imporcie w pierwszym kwartale spadł o 1 pkt. proc. w porównaniu do analogicznego okresu roku 2022 r. i wyniósł 13,5 proc. Chiny są nadal drugim najważniejszym dostawcą dla Polski, po Niemczech (20 proc., spadek o 0,9 pkt. proc.) i Włoszech (4,6 proc.). „Na zmianę struktury wpływa kilka różnych czynników, m.in. wzrost importu surowców mineralnych z USA oraz maszyn i urządzeń elektronicznych a także broni z USA i Korei Płd. Udział Stanów Zjednoczonych wzrósł o 1,1 pkt. proc. do 4,3 proc. oraz Korei Płd. o 0,7 pkt. proc. do 2,8 proc. (stąd również chemikalia m.in. do przemysłu baterii elektrycznych). Miesięczne dane handlowe będą silnie zaburzone z powodu realizacji dużych kontraktów m.in. wojskowych. Na zmiany struktury wpłynęły także czynniki makroekonomiczne: zakończenie gromadzenia nadmiarowych zapasów przez firmy, słaba konsumpcja i problemy z odbiciem produkcji w Chinach” - wskazali analitycy PIE.Zauważyli też, że poza ogromnym wzrostem znaczenia Ukrainy w polskim eksporcie w 2022 r., wśród najważniejszych odbiorców polskiego eksportu nie doszło do znaczących zmian. „W porównaniu z pierwszym kwartałem 2022 r. udział Ukrainy wzrósł o ponad 1,2 pkt. proc. i wyniósł 2,9 proc., ale zmalał w porównaniu do trzeciego i czwartego kwartału 2022 r. odpowiednio o 0,3 pkt. proc. i o 0,7 pkt. proc., przede wszystkim ze względu na znaczący spadek eksportu produktów mineralnych (w tym paliw, których ceny spadły). O 0,5 pkt. proc. spadł udział Włoch będących piątym odbiorcą polskich towarów” – podsumowali. 



 "
https://www.tvp.info/69921058/kuba-zacheca-rosje-do-inwestycji-na-wyspie,"Władze Kuby ogłosiły zachęty dla firm z Rosji, aby skłonić je do inwestowania na karaibskiej wyspie – poinformowali przedstawiciele obu krajów podczas odbywającego się w Hawanie forum gospodarczego.",Kuba zachęca Rosję do inwestycji na wyspie,"
Cytowany przez Agencję Reutera szef rosyjskiej delegacji Borys Titow poinformował, że podczas wydarzenia zorganizowanego w hawańskim hotelu Nacional „Kuba wyraźnie otworzyła drzwi dla rosyjskich inwestycji”.Wśród zaprezentowanych przez kubańskie władze propozycji jest możliwość korzystania przez rosyjskie spółki z terenów rolnych na wyspie przez 30 lat, co Titow określił mianem „niezwykłego ustępstwa dla zagranicznych firm na Kubie”.Rząd w Hawanie, jak dodał Borys Titow, zamierza zwolnić też rosyjskie firmy z ceł importowych na niektóre technologie. Dodatkowo rosyjskie firmy uzyskają na Kubie prawo do transferowania do swojej ojczyzny zysków czerpanych na wyspie.Według szacunków Kremla wymiana handlowa pomiędzy Kubą a Rosją wyniosła w 2022 r. 450 mln dolarów, czyli trzy razy więcej niż rok wcześniej.  



 "
